title,writers
짐승이사님 [클린버전],윤해이
폭풍이 바치는 시,휘솔
사랑은 수리 중,애린
잔인하고 오만한,푸른무화과
텐션(tension),수향
젖어든 너 [단행본],설여정
유물 읽는 감정사 [단행본],영완(映完)
황태자의 결혼상대,반해
엷다,리밀
코리안 네트워크 : 두 번의 실패는 없다 [단행본],서재현
여신의 귀환 [개정판] - 은하국 이야기 1부,리브
19금이 필요해! [단행본],달콤펜
잠마검선 [단행본],김현영
궁극의 대제,산초
스트로베리 키스,한하연
아미띠에(amitié),이혜린
"내 인생, 최고다 [외전추가본][단행본]",화이트진
백치 아벨라 [단행본],박승아
개과천선 스트라이커,산타클라스
뷰티풀 몬스터,진혜성
야수본능 [단행본],적모린
태자비의 자격,일월성
도시 연가 [단행본],김세은
영구결번 [단행본],마인네스
오직 너 하나만,서희린
어린 남자 [단행본],정율무
세상을 삼켜라 [단행본],J보경
거절할 수 없는 제안,정혜
옥림동 사거리,고작가
헬로 마이 퍼펫,soo
아무것도 모르면서 [단행본],정서아
감별鑑別 [단행본],김유미
무한소소 [단행본],김현영
고귀한 야만인,붉은달(윤주)
제대로 해볼까요,송희륜
어린 여자 어른 남자,욱수진
My 「Before Sunrise」마이 비포 선라이즈,킴쓰컴퍼니
책방 아가씨는 황태자의 선생님 [단행본],김영희
미치게 만들어,1그램
트라이베카 기담 [BL][단행본],나다
해저드맵,카한
네 안으로,윤아진
그래서 나는 안티팬과 결혼했다 [독점],"김은정, 재림"
다시 그린 자화상 [단행본],도욱
마법사를 위한 동화 [단행본],은소로
애동과의 로맨스,탁경
정자부터 레벨 업!,범탈
불꽃의 발레리나,아이리스 요한슨
회귀했더니 너무 강해졌다,gordon
회귀했더니 너무 강해졌다 [단행본],gordon
이끌리다 [단행본],세르디
펫 마스터,Jie Po
눈의 성에서 너를 만나다,나자혜
이웃집 웬수님,김노운
여주인공은 파업 중 [단행본],샤리노
여주인공은 파업 중,샤리노
만져도 좋아[단행본],이지나
달콤한 각인,미세스한
달빛야사 [단행본],류향
레나타-본격 와인 입문 로맨스,조유진
흑마법 실험체로 살아남기,렌슈
미라클 스티치 [단행본],정연주
밤을 지배하는 남자 [단행본],류시하
봄비,령후
FFF급 만능 스트라이커 [단행본],예하성
도닥도닥 [단행본],안기욤
미친 [개정판],시크
미친 [개정판][단행본],시크
진실 [단행본],준영
나의 무례한 첫사랑,송볕
벚꽃 도령,"김정연, still"
미래를 보여드립니다 [단행본],W.HG
Rewind Time-되돌아온 시간 [BL],피아니시모
날카로운 사랑,이소설
백가신화 [단행본],백상
불순한 접근 [단행본],꽃스트라이크
중헌 그의 이야기,콜트1911
베리 베리 배드[BL][단행본],당사자Z
얼굴 없는 여자 [단행본],서향
황태자와 나 [단행본],오산타
그 꽃을 꺾다 2권 [단행본],이새인
너는 나의 첫사랑 [단행본],안녕하세요
그 꽃을 꺾다 1권 [단행본],이새인
라시아,희세
다음 생은 너와 함께,올로로소
삼국지 맹장소환,청동검객&황동검객
"내 곁에, 너를 외전 [단행본]",로즈에
"내 곁에, 너를 [단행본]",로즈에
남이 되어 주세요,한서나
서킷 브레이커[개정판],"해화, kk"
함부로 포옹,소년감성
카펠리니-로맨스를 주문하세요,올리비에
숨바꼭질 [단행본],로맨틱K
그대가 나에게 준 봄[외전추가본][단행본],화이트진
나는 큐피드와 함께 산다 [단행본],유미
허그 미 타이트(Hug Me Tight) [단행본],피오렌티
사랑스러운 샬럿,은이소
우리가 살아가는 이유[단행본],이늘봄
스타와 결혼한 여자[단행본],캬라멜리제
오션 파라다이스,은호
시크릿 미션,백한송이
오피스 로맨스,쑥곰
현직 구단주다! 질문!? [단행본],바람따라0
네버더레스 (Nevertheless) [단행본],은여경
회귀로 대박난 헌터,레테라투
강화 실패를 리셋한다! [단행본],신광호
기록을 부수는 타자 [단행본],리비에르J
저스트 세이 예스!!(Just say yes!!)[단행본],이재인
그 남자의 세 번째 환생 [단행본],조요미
전신 척사영 [단행본],동화제군
혼자 다 해 먹는 먼치킨 [단행본],베데스
사랑을 기다리는 여자,아이리스 요한슨
재워줘 [단행본],노벰버
회귀했더니 검신이었다[단행본],맥치
릴리의 슬기로운 독신 생활,송이바
강남 큰손 이야기 [단행본],악중선
범람(氾濫) [단행본],노체
잠재적 폭군,배푸름
불온한 상사,홍도
맞선남녀 [단행본],차언니
차원통제사,미르영
이세계에서 운빨로 살아가라고?! [단행본],김미스
까칠한 화공님의 남자 [단행본],은비랑
가시관과 환상향 [단행본],아소
오빠는 내 사랑 [단행본],lovepej
결혼하러 왔습니다 [단행본],신희(信熙)
캬! 게임에 취한다! [단행본],김하루
착한 귀족이 되어보자 [단행본],마을사람
미래를 보는 연예 매거진 [단행본],수인
스토커 공녀 [단행본],댕게
타란텔라 [단행본],바람속정열
은혜갚은 해태 [BL][단행본],이하트
사랑이 쏘다 [단행본],요귀염이
다섯 번째 계절,mmugo
압도적인 힘으로,민재
여우구슬,키키
클리어 확률 제로,대문호
르뤼에 [단행본],함지설
대탈출,판타지마법사
달리아(Dahlia pinnata) [단행본],키넬라
중력(gravity) [단행본],찰나
상냥한 여름을 탐하다 [단행본],김진영(카스티엘)
퍼제스(Posses:소유),브루니
환생행,손연우
초월의 검제 [단행본],오렌
귀족 사회 [단행본],에이션트J
TASK FORCE (태스크 포스) [단행본],러스트뱅
페이크(FAKE),伶后(령후)
MEMORIZE [단행본],미유동
뷰티풀 몬스터 [단행본],진혜성
책사 이만호: 1894-1944,현이(賢異)
대마법사의 귀환 [단행본],빈형
이상한 결혼 계약 [단행본],애비 그린
제멋대로 상속녀 [단행본],클레어 코넬리
진홍빛 입맞춤 [단행본],제니 루카스
괴물황자 [단행본],강청은
상사와 사랑에 빠지다 [단행본],이맑음
붉은 열섬,이준희
태존비록(怠尊秘錄),비가
반지하 용사 [단행본],천랑성
재능 캐는 남자 [단행본],남호원
너라는 유혹,지은민(붉은새)
그 건달이 사랑하는 법,이조안
차아제국 열애사,"정연주, 양효진"
비나리,정연주
어드레스,정연주
본능이 시키는 대로 [단행본],호나
부인 없인 잘 수 없어 [단행본],호나
신과 결혼했다,사랑맛주스
나의 용을 위하여,"윤재희, JYUN"
아찔한 인사 [단행본],로비현
까칠한 화공님의 남자,은비랑
혈마 [단행본],봉황송
그 마녀의 진혼곡,봄티
철혈마제 [단행본],광명
손끝의 감각 [단행본],꼬롬
재워주세요 [외전추가],상림(메리J)
무한회귀록 [단행본],운경
때늦은 허니문 [단행본],캐시 윌리엄스
카밀라의 비밀 [단행본],케이트 덴턴
언령 음률사 오토나시 유카리 [단행본],우에노 아유무
"옹옹, 이나리 부동산 [단행본]",네코야 챠키
신월 외전: 그 후의 이야기 [단행본],한승희
신월 [단행본],한승희
오렌지 왕 [단행본],미리엄 맥그리거
책 먹는 배우님 [단행본],맛김
오우거 스탯 [단행본],닭목남
기억(記憶),신해수
힐링이 필요해 [단행본],챈틀 쇼
아빠의 결혼 [단행본],케이트 덴턴
레벨업 라이프 [단행본],초록차
회귀해서 스타셰프,전남규
가을날의 꿈을 꾸다 [BL][단행본],punky-soy
돈의 신,SOKIN
탑스타의 회귀,낙엽
스완 레이크 [단행본],신해영
제독의 괴물아내 [단행본],서화예
마나가 닳지 않아 [단행본],렉슈
나태한 소드마스터 [단행본],초록차
1서클 마법사의 회귀 [단행본],공유
군주의 길 [단행본],워럭
어쩐지 그 날 좀비에게 물린 것 같다,박천웅
낙오무사 [단행본],성상현
절정의 끝,Star(별)
제니의 달달여지도 [외전증보판][단행본],노승아
괴물 투수 성낙기 [독점],라스무스
여우구슬 [단행본],키키
금뱃지 [단행본],안재인
초인기 [단행본],씩스
창천 [단행본],천봉
용문쟁천 [단행본],천봉
묵객 [단행본],천봉
함정에 빠진 범 [단행본],적청
랭킹 1위는 마을사람,힉시
랭킹 1위는 마을사람 [단행본],힉시
다운레인지,이아현
우아한 침입자,이서린
러브오어라이크 [BL],탓츠
첫사랑의 인과율 [단행본],정지상
"그냥, 보통 연애 [단행본]",정지상
빛 시리즈 [BL],휘령
내 남자친구는 아이돌,피치팜
책을 읽으면 경험이 쌓여! 외전 특별편 [단행본],형상준
장씨세가 호위무사 외전,"조형근, Enssu"
그믐밤,이미연
트라이앵글 러브,이루신
재벌 서자의 회귀,라이트위버
눈부시게 빛나는,김지율
생기왕,어진바람
악마의 육아일기,빅노아
담벼락 헌책방 외전 [단행본],물빛항해
리턴 투 포워드,초록사과
여름의 숲,비활
이 비서의 보스 관찰일지,해이
여름의 숲 [단행본],비활
초식립정아애니,"둥린창작, 싼펑제작, 란징"
서킷 브레이커[단행본],"해화, kk"
너에게 날다,"플라비, 쿠낙"
특별한 의뢰인,오수진
그 남자의 정원 외전[단행본],로즈빈
그 남자의 정원[단행본],로즈빈
특별하니까 [단행본],지은민(붉은새)
이세계에서 운빨로 살아가라고?!,김미스
제니의 달달여지도 [단행본],노승아
압생트- 너에게 미치다,"그리며, DELTA"
은둔형 니트가 10년 만에 외출했더니 [단행본],"Taro Bandou, Benio"
달빛을 밟는 아씨,정연주
얼굴이 명함이라 [독점],아늘아늘
그대라는 세상 외전 [단행본],하지연
그대라는 세상 [단행본],하지연
담벼락 헌책방,물빛항해
완소남 성장기,세 걸음 뒤
완소남 성장기 [단행본],세 걸음 뒤
우리가 살아가는 이유,이늘봄
황제의 후손으로 태어났습니다,달빛물든
우리 결혼해도 될까요? [단행본],조앤
한 바다의 팔라스 아테나 [단행본],"하토미 스타, 토롯치"
DEEMO [단행본],"키나 치렌, Siyouko"
악마 같은 공작 일가 [단행본],"사카마타 네리모토, 마계의 주민"
소환술사님이 간다 [단행본],"로드, 요시쿠"
사랑이 끝나는 순간,짙은
모먼트(Moment) [BL],펜쇼
엠파이어 오브 더 링,동쪽사람
레벨 업! 하는 식당,인기영
언론의 신,최정상
일인전승[단행본],박신호
술로 세상을 얻다,날망
수라기,흑야
스탯 찍는 마법사 [단행본],신율
식사를 합시다,레드에이어
식사를 합시다 [단행본],레드에이어
홍원[단행본],신가
"이로운, 나만의 남자 [단행본]",김서현
세 번째 그림자,용천수
무한경쟁던전사회,토이카
삼류무사 종합격투점령기,문파아
상사가 이상해,블링블링
"질투 나, 탐이 나 [단행본]",엘리즈
히아신스 이야기 2부 [단행본],리오나다
"아스라이, 흩어지리 [단행본]",다슬
소소한 연애 [단행본],쉴만한물가
여기사는 더 이상 검을 들지 않았다 [단행본],라미K
저승에서 배웠다,삭을
청산지룡 [단행본],흑신마
야한 남자,서화란
공작부인의 비밀 [단행본],앤제인
연애세포 [BL][단행본],시가츠
야구공에 맞고 모든 게 달라졌다!,뚱보고양이
무림을 털어먹다 [단행본],김양수
내 사거리 100만 [단행본],김주광
서루,이정
탑스타K,e루다
본색,유재희
달고나 2 '맛' [단행본],허도윤
왕세자비 오디션 [합본][단행본],리모란
왕세자비 오디션 외전 [단행본],리모란
왕세자비 오디션 [단행본],리모란
오르다 [BL][단행본],하콘
마검의 심판자,무제
동생이 생겼다[단행본],주혜민
인턴,티켓
눈부시게 너는 [단행본],세계수
EPL-프리미어 리그,말리브해적
백열 (白熱) 외전 [단행본],정은숙
"검사님, 정의구현 가신다",13월생
운명이라 그래요,라임별
강 검사의 은밀한 사건 파일,송지현
신의 장갑을 얻다,마루이든
아미속가제자 [단행본],백상
다시 시작하는 헌터 : 암왕 강림 [단행본],양준석
오빠의 정석 [단행본],플아다
비상시 문 여는 방법,하라
"할까요, 아가씨",루연
탐욕을 너에게 [독점],안테
좌도방문,성상영
좌도방문 [단행본],성상영
마녀와 늑대의 시간,천하랑
사천당가,운사
비스트 마스터,전정현
바이발할 연대기,강무
무한각성,적심
포두 갈무형 [단행본],수영
넥타이를 풀다,7월
꽃미남 저승사자 [독점],사지현
오늘은 안녕 [단행본],"이치호 미치, 미야자키 나츠지케이"
내 옆자리 남학생의 상태가 이상해 [단행본],"인덱스, 망기"
찬란한 배신,신해
낮과 밤이 다른 남자,"플라비, 팻녹"
첫사랑과 열애 중 [단행본],강지안
시월愛 몽희 외전 [단행본],상림(메리J)
흑마법 실험체로 살아남기 [단행본],렌슈
슈퍼 크랙,강성곤
우리의 온도 [단행본],정(情)
당신 없이 나는 : 칠일의 기록,허도윤
동창생 [단행본],nadia
별처럼 빛나는 인간[단행본],신영호
죄 많은 소년[BL][단행본],당사자Z
백수 용사와 공무원 마왕,송작자
예언의 진정한 해석법 [독점],"윤림, 유레트"
갑의 쇼핑 [단행본],김경은
사라진 비익조함의 비밀 [단행본],인호정
모먼트(Moment) 외전 [BL],펜쇼
모먼트(Moment) [BL][단행본],펜쇼
황금의 제국 외전 [BL][단행본],테하누
황금의 제국 [BL][단행본],테하누
너 외엔 누구도,릴케(이정숙)
일곱 번째 러브레터,김지호
최고부자 [개정판],보랑빛노을
기사공주와 장미공작 [외전추가],"체람, 스푼"
나 홀로 지구에!,G다루
악센트 accent [단행본],준영
거짓 [단행본],수키
"웃지마, 기타",사다무아
미래 지식을 계승 중입니다!,허머MK2
쓸데없이 두근두근,김랑
계약 동창[단행본],팡디디
계약 동창[체험판][단행본],팡디디
천윤의 비사,서상현
경화수월 [단행본],김세연
"희귀한 좌완언더, 회귀한 탑아이돌",밀괴
사상 최강의 군벌 [단행본],칼튼90
검사와 변호사,Livingston
한번 더 반해영 외전 [단행본],상림(메리J)
도련님 길들이기 외전 [단행본],상림(메리J)
너의 속삭임,이은교
보스의 셋째아들 [단행본],운짱
캐슬링 (Castling) [BL]{단행본],라그돌
비마중 [BL][단행본],새벽바람
학교로 간 보스,트래블러
미인도(美人圖) : 신수의 여인 [개정판],이이담
미인도(美人圖) : 신수의 여인 [개정판][단행본],이이담
운명이라 그래요 [단행본],라임별
인요(人妖),정은숙(땅별)
워크 마스터 [단행본],성상영
워크 마스터,성상영
내 아버지의 아들을 찾아서,안경원숭이
뉴비의★룩덕라이프 [BL],vlou
나를 탐해요,정수영
던플 - 던전에 갇힌 플레이어,Ao Biye
그라운드 볼러,윤준모
"저주에 걸린 남자, 마수에 빠진 여자",주니
키스처럼 달콤한 그대 [단행본],서연
캐치 미 이프 유 캔,에묘
원해 [외전증보판],김은희
정략결혼(政略結婚) [선공개],김결
환승이별 [단행본],외계복치
프랑스식 양파수프,인애
"저주에 걸린 남자, 마수에 빠진 여자 [단행본]",주니
소울 시너지 [단행본],구현
조로서도의 괴수,임이모
헬로맨스,서주아
성스러운 그대,강설
"저, 게이 아닙니다",이한윤재
초월의 마도현자 [단행본],레니우스K
밤의 안부,이사야
눈나비 왈츠 [개정판],진묘련
오늘의 날씨 [BL][단행본],이예즈
최고의 노예,림랑
거인의 정원,해이
천윤의 비사 [단행본],서상현
시스템으로 레벨업 하는 영주님,오브더
나달의 언덕 [외전증보판],아드소
마이 페어리 레이디,김지우
전설속의 사랑,아이리스 요한슨
베르사유의 전설,아이리스 요한슨
내 아이돌은 인생 2회차 [단행본],비벗
바람의 고백,조은조
가디언 소드 [단행본],신가
타올라,최은경
사랑해야 사는 남자,서향
우연한 바람,송지현
나 홀로 SSS급 테이머,채혁
던전농활기 [단행본],지하™
만렙 플레이어 [단행본],비츄
비스트 마스터 [단행본],전정현
"탑 뮤지션, 음악이 눈에 보여! [단행본]",이터널
대공님의 여기사 [단행본],이자아
원 사이드 러브 [단행본],한유진(큐피드)
최고의 CEO에게 체포되었습니다 [단행본],"와카나 모모, 이치야"
숲에 내리는 비 [단행본],민시우
1850 대한제국,이윤규
시월愛 몽희 [단행본],상림(메리J)
재워주세요 [단행본],상림(메리J)
달래줘,세라비이
쉐프 - 먹을수록 레벨업 [단행본],민트고양이
내 아내의 남편 증후군,채설아
우월하거나 압도적이거나,티헌터
배어들다,채윤경
내 끝은 너라서 [단행본],이은교
나 혼자 한다 [단행본],사키만자루
7일 후 愛[단행본],carbo(도효원)
사랑이 그래서 [개정판],윤하정
불꽃 게임,식스
붉은 틈,해이
장자지몽in(책속의 나와 하나가 되다) [단행본],안형찬
설렘주의보 [단행본],서한결
상흔(傷痕) [단행본],lovereo
사랑은 도축장에서 [BL][단행본],시라즈
운명같이 그대와 [합본][단행본],달섬
운명같이 그대와 [단행본],달섬
조선닥터 [독점],차분
왕관을 쥔 레이디,남수아
로자리아,문해랑
무관심 도루,기진
신부를 위하여 [단행본],임채은
시작부터 재벌 [단행본],고유성
신을 먹는 마법사 [단행본],검미성
삼국지 원술전 [단행본],대추토마토
소림화상 [단행본],백상
나를 사랑하지 말아요 [단행본],권서현
겨울잠,여왕
기다릴 수 없어 [단행본],이정숙(릴케)
무당권왕,흑야
백수 왕 먹다,브레인
관능의 온도 [단행본],현진서
남편과의 연애 [단행본],최현자
찔레꽃머리,휘령
"마이, 마이 라이프! [단행본]",파셔
"미친 행운, 미친 남자 [독점]",절애
착각,지이니
너의 그곳,화연윤희수
"에필로그, 끝이 아닌 시작",프롬디어
로또가 전부는 아니야 [개정판][단행본],러브와퍼
겁 없이 찢어놓았다,해이
커피 내리는 남자,낡은키보드
두드리면 열리는 [단행본],YangYang
비마중 [BL],새벽바람
매직,달과달리
행복한 삶을 위한 29가지 원칙,도장공인
사랑에 무너지다,예거
파이널 보스,진필명
필드 위의 전사,허0답보
딥 터치 [단행본],히뽀
로맨틱 순이,남혜정
너 없던 시간들 [단행본],일락
마도교육 마스터,전정현
만부부당,강무
마도시대 마장기,강무
별이 쏟아지다 외전 [단행본],훼실
별이 쏟아지다 [단행본],훼실
별이 쏟아지다,훼실
북벌의 무신,미송검
다정한 결혼,해인
우리가 1루를 밟을 때까지,실란트로
퓨전분식 [단행본],황금머릿결
너를 위해 [단행본],메이페어
냥냥하네요 [GL],노답샵
침대 밑 드래곤 외전 [단행본],MIA
기록 파괴자(Record Breaker),리비에르
묄 필레츠의 교도소 [단행본],achime
쏘지 마라 아군이다!,토이카
복수의 쇼 타임 [단행본],김경화
두근두근 휘트니스 [개정판],후
큐피드의 화약,오단로봇
귀와 입술 사이,Carrie
설레면 계약 위반 [독점],서혜밍
검은 야수,이서린
혈왕파천,바울
유산 받아 레벨 업!,북홀릭
그 여름을 기억하니,해우
아가씨는 민폐쟁이?,프리피
흑과 백 [단행본],신정희
"디어, 디어, 디어",류향
마왕의 반려 [단행본],라하나
돌아온 여기사 [독점],"이하린, Jiya"
전생에 나라를 구했다,Stay
천 번의 환생 끝에,요람
"슈퍼컴퓨터, 마법사 되다",빌리언맨
사랑이 꾸는 꿈 [단행본],김진주
이사님의 취미생활 [단행본],이정운
난봉군 길들이기 [개정판],연해수
황금의 여왕,화니 리
진지하게 다가오면 [단행본],김초이
후회는 어떻게 하나요? [단행본],Yulia
마검사 ,치우기
"똑똑, 봄비입니다 [단행본]",카프치노072
"똑똑, 봄비입니다",카프치노072
애프터 굿바이,이다림
처음 느낌 그대로 [단행본],진다래
"유혹, 설조의 깃[단행본]",수레국화꽃말(송지윤)
강 선생의 유아교육 외전 [단행본],진다래
스포트라이트 [단행본],전혁
드래곤 푸어[개정판][단행본],글럼프
"정체불명, 그 녀석 외전 [단행본]",은호
리플레이스,브레인
렌트보이 외전 [단행본],TOO영
렌트보이 [삽화본][단행본],TOO영
스타의 진짜 연인,미애202
마교 소공자 ,은
렌트보이 [삽화본],TOO영
붉은빛이 내린 [단행본],서혜은
간지럼 참기 [단행본],콘소메
군주의 게임,시준
트리니티 레볼루션,임경주
트리니티 레볼루션 [단행본],임경주
인 앤 온(IN and ON),김도경
쉿! 강대표님 오십니다,샤인포에버
코리안 네트워크 : 두 번의 실패는 없다,서재현
"솔로, 그 위대한 이름이여 [개정판][단행본]",문수진
추상의 정원,김휘빈
필리아로제 - 가시왕관의 예언,"김영지, INHYE"
괴물 같은 몬스터마스터,펩티드
길들이는 공녀님,불탄닷
마나가 닳지 않아,렉슈
남편과의 연애,최현자
"이별 후, 100일의 영지[단행본]",황정묵
유물 읽는 감정사,영완(映完)
너만 보이다 [개정판],메탈오렌지
뱌빗뱌빗(외전증보판),안정은
관능의 온도,현진서
라이징 패스트볼 [단행본],한유림
와이즈맨 [단행본],전유택
편의점에서 만나요 [BL][단행본],얼리버드
내 집에서 나가![단행본],이청림
개과천선[단행본],윤재희
우아한 놈 [개정판][단행본],한여름
설화옥(Snow Flower Jade),"rubyblossom, Rabbit J"
양과 늑대의 요람,어두운글
Near and Dear,별보라
야수의 소나타 [개정판][단행본],박하람
안 먹히는 남자,수증기
파괴의 천사 [단행본],정우식
축구인생 999회차,강로이
회귀해서 즐겜한다,웅백
귀신 보는 정치가,정상수
날 때부터 가디언 [단행본],하늘사막
밭 갈던 축신축왕! [단행본],오수정
파티걸의 진심 [단행본],챈틀 쇼
12월의 소방관 [단행본],레지나 카일
내 친구 둘이 사귄다 [BL],Th쓰
특종을 잡아라 [단행본],메이지 예이츠
촌뜨기 [단행본],샤논 웨이벌리
신데렐라 프로젝트 [단행본],멀린 러브레이스
필로우 토크 인 유후인 [단행본],설여정
나에게 특별한 그녀,아침안개
연목구애 : 여린 사랑을 탐하다,허사린
미치도록 달콤한,수향
너를 원한다,하미서
맹렬하게 부서져,해이
특공황비 초교전,소상동아
"이사님, 저랑 결혼하실래요?",손채은
오감충족,시라주
퍼즐 외전 [단행본],최은경
무공을 나눠주마,자운곡
당신은 나의 수면제 [단행본],비비애나
청호각 객주 이영 [합본][단행본],양하나
청호각 객주 이영 [단행본],양하나
하님 [개정판][단행본],정유석
마성의 락스타,킬링파트
캐슬링(Castling) [BL],라그돌
리버스 슬러거,한승현
오프 더 레코드,흑야아
상냥한 포식자 [BL],새우깡
비로 오다 [단행본],요귀염이
두려움 없는 사랑 [단행본],뜰의장미
소셜 네트워킹 스타,RUT
공녀님 우리 공녀님,채주아
생강 설탕절임 [BL],"잼베리, 나아비"
능력자의 사랑 [BL][단행본],모리미
개미 사냥꾼 [단행본],빅엿
로또 맞은 사나이,날망
유혹의 정석 [단행본],마뇽
블러드,D드래곤
집요한 그 남자의 은밀한 계획 [단행본],적영赤瑛
악녀는 살아남고 싶었다,"룬, 맥시멈"
"로또, 인생역전",카르마이
펫의 유혹 [단행본],김영희
당랑권,중걸
이계로 간 초능력자 [단행본],이한빈
모바일로 레벨업 [단행본],힙찔
쉐프 - 먹을수록 레벨업,민트고양이
지랄 총량의 법칙 [단행본],작은악마
한 낮에 뜨는 달 [단행본],소설쓰는마녀
하현의 비,이른봄
로맨틱 유혹,카프치노072
마족 사냥꾼 - 외전 [BL][단행본],두나래
던전농활기,지하™
12시간 뒤,프롬헬
이라의 아이돌 [개정판][BL],소림
난 악녀가 아니에요!,남옥
맛있는 사랑법칙,카프치노072
곤륜문하 [단행본],백상
은혜갚은 해태 [BL],이하트
여름타는 남자[단행본],수정
최고의 축구선수로 만들어 드립니다 [단행본],이서간
남자를 내려주세요 [외전선공개],"쥬블리, 멜로우J"
까칠한 상사와의 동거 [단행본],제타
맛있는 사랑법칙 [단행본],카프치노072
파트너,솔해
슬기로운 생존생활,형상준
사랑을 놓치고,차홍주
나는 작가다!,만선
그 여름을 기억하니 [개정판][단행본],해우
팬텀 제로 - 물질간섭자 [단행본],가상화폐
미래 USB로 인생역전!,소라게
꿈 깨는 로맨스,윤송
우리집 아기고양이 [단행본],가랑
운명이 가르쳐 준 사랑,아이리스 요한슨
운명보다 깊은 사랑,아이리스 요한슨
사랑하자 다시,카프치노072
결혼당하다,호박꽃향기
"오, 샤를 님! -환생 외전 [개정판]",이지윤
"오, 샤를 님! [개정판]",이지윤
유혹해보세요 [독점],"신다온, DELTA"
다정한 유혹 [단행본],사우스카라멜
짐승이 되는 시간,하나이
이상한 사람입니다,조제
인류실격 [단행본],상워니
내 여자친구와 소꿉친구가 완전 수라장 [단행본],유우지 유우지
삼국지 태평비술전,푸달
사랑하자 다시 [단행본],카프치노072
부서진 기억 [단행본],이서형
하는 거 봐서,공은주
내 인턴,공태연
캐롯 [체험판][단행본],위빙위버
캐롯 [단행본],위빙위버
불순한 사내관계,Yulia
너에겐 푸름 [단행본],문수진
너에겐 푸름 [합본][단행본],문수진
마침내 너를 외전 [단행본],연민정(레드퀸)
여왕을 위한 진혼곡,정유나
여왕을 위한 진혼곡 [단행본],정유나
"나를 안아, 거칠게 [개정판]",미캉
열음달 [단행본],한승희
다정한 유혹,사우스카라멜
우주대악당 트로모스 [BL],김단
아찔한 웨딩플래닝,청기
이계에서 힘을 얻다,봉사
사자 길들이기 [BL],로긴아이
공간을 채우다 [개정판],이지윤
북벌의 무신 [단행본],미송검
무림에서 온 플레이어 [단행본],박종화
책 보고 가라,윤백현
"신의 사도, 영주 되다",날없는창
사랑이 쏘다,요귀염이
던전 엠페러 [단행본],마약두꺼비
라스트 리바이버 (Last Reviver) [단행본],심춘혜
시나몬 [단행본],하라
쇼스타코비치왈츠2번,carbo(도효원)
이토록 외설적인 연애 [독점],한서나
자존심은 개나 줘,7월
사랑니,감자바보
심술궂은 사장의 애인 레슨 [단행본],"모치즈키 사나, 류 코하쿠"
부사장과 비밀의 애인 계약 [단행본],"카논 리아, 유즈키 미아"
나의 그대는 악마,김빠
나만의 스타,스내치
엘리베이터 그 남자,연수리
라스트 리바이버 (Last Reviver),심춘혜
모래에 갇힌 신부 [단행본],애니 웨스트
파트너의 조건 [단행본],루시 먼로
스쳐 지나간 나날 [단행본],멜린다 크로스
아프리카의 밀월 [단행본],캐롤 그레거
유미의 세포들 [독점],"왕기대, 이동건"
가연(佳緣),신해수
알고 싶지 않은 비밀 [단행본],은차현
사랑스런 레이디를 위하는 방법,"아이데라, 유자칩"
나 홀로 여행에서 아내와 마주쳤다 [단행본],손건일
마지막 밤을 그대와 함께 [단행본],류이진
폭풍의 기사 [개정판][단행본],비경
이세계의 창세기 [단행본],필가용
현자귀환 [단행본],알렌
창공의 기사,취몽객
아르쥬나,케이츠
대군주 하선,고랭지
신규무사,권용찬
대륙지존기,건드리고고
천마의 대장간,세린sr
천마의 대장간 [단행본],세린sr
던전의 주인,고양이앞발
대격변,호영
진화의 시대,최동환
퇴마하는 톱스타 [단행본],이상한 하루
철벽 치는 성녀님,비츄
부자(父子) 부자(富者)되다,황윤
코리언 발롱도르,S.Captain
쥐락펴락 [BL],김작가
잘못된 욕망 [단행본],설이영
능력 믿고 막 간다 [단행본],반취객
몽환시 (夢幻時) [BL][단행본],레일라
포스트잇 러브 [체험판][단행본],두드림
포스트잇 러브 [단행본],두드림
"이매망량의 주인, 도깨비 신부",마승리(문지원)
요동왕 [단행본],송명관
수상한 입주 과외,휘나
"사랑, 박히다",무연
오늘도 바쁜 황녀님,강리원
달도 없는 밤에 [GL],지기
꽃집 총각은 예뻐요 외전 [단행본],루연
낯선 키스,까롤
리턴 (Return),단영
미래에서 만나요,윤여음
"축구, 새로운 시작",더인디고
엔트리 [BL],서노
황실 스캔들,한이림
치명적 하룻밤,태윤세
도살자(屠殺者),시인단테
카리나의 관 [단행본],미래나비
리스타트(Restart),김진주
그대만 있다면 [단행본],노혜인
억겁을 맹세하다 [단행본],미래나비
당신에게 의뢰합니다 [단행본],백토끼
너를 유혹한 밤 [단행본],김은유
마녀를 취하기 위해 [단행본],한도연
지독히 비틀린 수호신 [단행본],만편자
마침표 옆 따옴표[GL][단행본],이호란
다시 만날 테니까 [클린버전][단행본],김선민
가족놀이 (클린버전)[BL][단행본],어색어색열매
그땐 득템인 줄 몰랐다 [단행본],마검
매혹의 시간,님사랑
엇갈림의 미학,우지혜
야수의 소나타 [개정판],박하람
FFF급 만능 스트라이커,예하성
거침없이 먹어 줘요,채반
결혼 계절,반해
사랑하는 폭군 [단행본],마뇽
나 혼자 무한계약 [단행본],sayren
기적에 걸어라,브레인
달이 지다,풍백
농사짓는 드래곤,네르가시아
가장 완벽한 결혼,요안나
무슨 사이,요안나
마왕의 반려,라하나
사로잡힌 사랑의 마력 [단행본],번개맞은깨비
그랜드 체어맨,호접몽
