title,writers
신비문파 환생 검귀,절묘호사
고인물 신입생이 되었다 [독점],CH글로벌
아카데미에서 살아남기,코리타
안경 쓴 에이스의 재림 [독점],고다아바
성좌인데 소설 속에 빙의함 [독점],김꾸룽꼬룡
악으로 깡으로 버티는 성기사 생활 [독점],전민석
너무도 다른 너와 나 [외전][단행본],사악마녀
친구의 아내를 가졌다.,스텔러
그곳에 가면,돈석이
어두운 바다의 등불이 되어,연산호
전생검신,구로수번
악역이 여주인공을 구입했다 [독점],이야기상인
이드 [개정판],김대우
대막리지 막내아들,아지드
아카데미의 신화급 교수가 되었다,후레타
너무 잘 아는 게임에 소환됐다 [독점],지피노
역대급 소드마스터의 회귀,제이로빈
대본 냄새가 나 [독점],여우별
무한전생-더 빌런,광악
스킬 포식하는 헌터님 [독점],발만동동
철혈의 재벌,전장범
EX급 재능을 얻었습니다,블럭통통
"응, 이번 생은 아이돌이야 [독점]",burn8
스팸 메일로 드라마 천재,몽상깎쟁이
내 안에 마교있다,초[류희윤]
용사의 옆집에 산다는 것,세트앙크
흑막 황자의 개로 취업했습니다 [선공개],진숲
귀환자의 게임 라이프,라이온
진법신선(陣法神仙),SunBro
신화급 관측 능력자가 되었다,회신화
힘을 숨긴 귀환자,스윗가이
망국의 폭군이 되었다 [독점],레몬맛치약
검왕춘추(劍王春秋),직하인
마왕님 이세계 뒤집어 놓으신다 [독점],이준영
몬스터 빌려드립니다,안경쓴팬더
군터,월산홍
삼국지 여포전,박민우
17번 단역으로 살아남는 법,강황
페트로그라드의 한국인,쿠틀리쿠어
제대로 한 번 더.,GIFT SHOP
톰,바다수달
수상한 공작을 피하는 방법 [단행본],은해린
수상한 공작을 피하는 방법 [합본][단행본],은해린
협잠행기 2부 (조운의 귀환),조운천
암흑상제(暗黑商帝),야생화
신세계: 시스템 아포칼립스,YAGI
서브 남주가 파업하면 생기는 일,숙임
부여섭 3부,설랑(雪狼)
네비찍고 이계 진입,zaksalking
공포흉가 비제이,심령(心靈)
필연적인 결혼 [독점],"여희재, 김스타"
이혼 유예 [독점],"루시아, Aggie.R"
이 짐승은 밤잠이 없다 [독점],"이새인, NOVA"
어느 날 황제의 조카를 주웠다 [독점],"해시월, 슈에뜨"
신혼 재미는 아찔하게 [독점],"칠칠마마, 송우"
완벽한 이혼을 위하여 [독점],"미이라이, JYUN"
남편의 첫사랑이 이혼했다 [독점],"3월의토끼, 땃콩"
짐승의 구애법 [독점],"이도혜, 재히몬"
"집착 황제의 첩인데, 곧 죽게 생겼습니다 [독점]","달나라솜사탕, BADegg"
집착 흑막들의 시터가 되어버렸다 [독점],"i싱나, 일공이"
부부의 자격 [독점],"해사, 휴라"
황녀는 살고 싶다 [독점],"진수윤, 마끼"
공녀님의 꽃밭에는 그들이 산다 [독점],"고겨울, 유레트"
사막과 초원의 물방울,김G
천재로 살지 않겠다,최평화
천재작가는 고등학생이 되었다,먹고땡
전신의 강림,요삼
치트로 역대급 게이머,일레이
구독자로 강해지는 고인물 [독점],트레스
시체 입는 슬라임 [독점],아라만
그 남자의 헬퍼[단행본],한은성
"굴복하거나, 죽거나",wny1004
좀비 전쟁 속 생존자 도시,그라시아S
시한부는 후회를 바라지 않는다 [선공개],서하리
금수저 작곡천재가 되었다 [단행본],빵봉투
대장장이 아빠가 돌아왔다 [단행본],백야필담
구원자의 버킷리스트 [독점],바다낭자
졸지에 랭킹 1위인 걸 들킴,최싸리
사랑을 끊다 [선공개],셔틀
남주와 여주가 헤어졌다 [단행본],데이데이
악역이 베푸는 미덕 [외전][단행본],쥐똥새똥
녹을 먹는 비스코 [단행본],"코부쿠보 신지, 아카기시 K"
사랑은 없는 것처럼 [특별외전][단행본],carbo(도효원)
"바다 한 잔, 향신료 두 스푼",켄(KEN)
의무병의 환생 [단행본],금태양
후작가의 그림자가 살아가는 법 [단행본],진유(眞鍮)
상사의 온도,오대리
엄마는 오늘도 만수무강 [단행본],가랑
집착광공을 피해 아이를 낳는 방법 [BL][단행본],엔나드
욕망의 주인[외전][단행본],하서린
야한 아내 [단행본],윤소다
압도적인 연기 천재 [단행본],승효
한 줄짜리 영애였을 터 [단행본],라티네
지독한 릴리 [단행본],은록
구원의 밤 [단행본],신민영
구원의 밤 외전 [단행본],신민영
나쁜 아내 [외전][단행본],윤소다
황후는 폭군의 목을 조른다 [선공개],캐로티
달콤쌉싸름한 나의 연애,민혜윤
크리스마스는 따뜻하게 [단행본],고단풍
반천무쌍,결보
신검가의 막내 도련님 [단행본],"달필공자, Sila"
주인공 먹는 엑스트라!,인기영
제국사냥꾼 [독점],퉁구스카
대공이 자꾸 내 속을 훔쳐본다 [단행본],케이폭
황제의 비서는 살아남고 싶습니다 [선공개],주초나
포동포동한 여주는 인기가 없나요 [단행본],크림맛소다
두 번 사는 프로듀서 [독점],"왕십리글쟁이, 조미원"
괴물로 태어나 꽃이 되었다,원히트
귀환한 절대자는 역대급 헌터,김현각
신입사원이 이렇게 일을 잘했다고? [독점],왕십리글쟁이
악연인지 인연인지 [선공개],오벽
후궁전에 갇혀버렸다,펜대굴데굴
우리 아들과 결혼해 주세요 [독점],"제이B, 진단"
브레이크 어웨이(Break Away) [단행본],서정윤
루크 비셸 따라잡기 [독점],에슈티
사랑을 믿지않아요[외전선공개],아직 청춘
악녀가 성녀로 살아남는 방법 [선공개],이네사
윤 비서는 호락호락하지 않아,"닥터냐냐, 희림"
빈 방 (The Empty Room)[BL][단행본],홍로사과
내가 너를 사랑했던 시간[단행본],강은하
그림자 부부 [외전][단행본],초이스
악마는 천사의 얼굴로 웃는다 [선공개],신나로
나쁜 아내 [선공개],윤소다
너를 만나 너를 구하다,꼬늬
결혼 에튀드,차예
악녀는 돌아가고 싶다 [선공개],톰히
혈신 다시 살다! [단행본],돌호랑이
유건 [단행본],춤추는그림자
재벌 잡는 회장님 [단행본],라플라타
마을사람으로 전생한 나의 힐링 라이프 [독점],백사향
시한부 공작님이 밤마다 집착해 [독점],"운소서&하윤미, 부맹찌"
두 번째 남편,민가비
혁명도 사업입니다,수팅스타
천재 사진작가 회귀하다 [독점],제일
파혼에 성공한들 [선공개],디버스 대도서관
이혼한 악녀는 전남편의 집착을 받는다 [선공개],달리야
집착은 다정하고 집요하게 [선공개],Jezz
하늘 연못에 너를 피워내다 [선공개],체크인
공작성의 저주받은 시녀님 [독점],오단로봇
남편이 미친개라 곤란하다,윤연하
너의 달콤한 숨을 [독점],"플라비, NOVA"
아내를 그만두는 날 [독점],"서유경, 회장"
곧 이혼할 사이 [독점],"별규, 휴라"
나의 병아리 남편 [독점],"닥터냐냐, 희림"
최선을 다해 후회하세요 [독점],"정설탕, 키브"
미친 사령관이 집착합니다 [독점],"로망꼬, 부맹찌"
두 번 빼앗긴 남편 [독점],"리키타, 별"
하녀와의 계약결혼 [독점],"달새울, 샛다"
아무래도 결혼을 잘못한 것 같다 [독점],"김다함, 소탄"
공작 부인은 오늘만 산다 [독점],"개스켈, 유현정"
신경 쓰이는 전남편을 구하기 위하여 [독점],햇빛가루
회귀한 나는 후회 없이 살고 싶다,모부리
디펜스 게임의 폭군이 되었다 [독점],"류은가람, 우새새"
공정거래위원회 [독점],현우
랭커가 되기 위한 손쉬운 방법 [선공개],다원나린
스킬 검색으로 다 해먹음,짹짹짹
회귀한 악녀는 복수를 원한다 [독점],주은설
초인으로 깨어났다,오의2지
내게만 불친절한 당신에게 [선공개],틸리빌리
남주와 가족이 되려면 [독점],"강녹두, 나박"
대공의 후회는 필요 없다 [선공개],은서예
연기하는 공작부인은 처음이지? [선공개],엘포네
그 악룡은 무엇을 위해 사는가 [독점],레몬개구리
지구를 멸망시키러 왔단다,순두부정신
진홍의 용린,Skybear
빙의에 실패했습니다 [선공개],고웅배
EX급 천재 빌런의 회귀,라떼는
그룹막내는 고려제일검,오너피
늑대의 수양딸이 되었습니다 [독점],"일리아나함, 진현"
풀백이 축구를 너무 잘함,김군0619
"배우, 능력을 얻다",공중누각
말괄량이를 길들이지 마세요 [선공개],예슬아
사상 최강의 던전 청소부,글장고
7FATES: CHAKHO,HYBE
군필로 시작하는 아이돌 생활,안신
대리 황후지만 첫날밤을 보내버렸다 [독점],"클레오빡도라, Hosyo"
전남편이 애원할 때 [독점],"솜솔, 새농"
사랑은 미친 짓이다 [독점],"탐이나, Aggie.R"
연애보다 결혼 [독점],"체리고, 213"
눈먼 짐승의 목줄을 쥐었다 [독점],"카예, 손현"
후회남주의 여동생이 되었다 [독점],"파란맛쿠키, 마니"
특별한 끌림의 조건 [독점],"배사비, KEXA"
토끼 여주의 새엄마가 되었다 [독점],"시세Sisse, 슈에뜨"
주인공의 주식을 팝니다 [독점],"목감기, 이랑"
"언니, 이번 생엔 내가 왕비야 [독점]","레팔진프, 미완"
갬블링 1945 [독점],"박스오피스, OCHEN"
신대륙 인디언으로 살아가다,태양진
꺾어 심은 꽃,시솔
쉬운 관계 [단행본],시월이
천화서고 대공자 [독점],김현영
19번 게이트에서 만나요,마가렛꽃
아이스크림,임수연
나만 힐러다 [독점],모탑
삼생연화(三生年華) [단행본],월하
비서 실세 [독점],"로즈빈, 나래"
두 번째 청혼 [단행본],반유훤
노르드 월드에서 힐러로 살아가고 있습니다.,은차우
멸망한 무림엔 요괴가 산다 [독점],대은호
루베르의 투구,닥터 찰리
내가 키운 미친개에게 감금당했다 [독점],운소서
각자의 본능대로 [독점],안테
내가 쓴 공포 소설에서 살아남는 법 [독점],일월랑
70억분의 1의 이레귤러,란델
개망나니 철종,어용시민
SSS급 안전지대로 무한성장,흥하개
도사님은 아이돌 매니저,빅스톤
환생자들의 세계,퍼플픽션
야매 힐러로 사는 법 [독점],새송이덮밥
네 번째 결혼 [선공개],린아(潾娥)
괴력 난신(怪力 亂神),한중월야
귀신 들린 천재 타자,김퀄
"나태 공자, 노력 천재 되다 [독점]",이등별
깨어나니 종말 속 농부,도파민분배
에이스로 만들어 드립니다 [독점],시우하
신의 아이돌,박굘
절륜환관,서마
문과라도 안 죄송한 이세계로 감,정수읠
영웅시대,이원호
환상무협전 - 흑룡전,유혼123
언제나 함께,울트라포스
돌아온 인공지능으로 재벌인생!,얕은
삼국지 : 미완의 군주,오리형
환생 폭군은 살고 싶다,단열
투수 인생 3회차!,송별
전쟁영웅인데 해임당함,소설세상
약빨이 신선함,아로鴉路
페널티 박스의 지배자,스틸펜
대표님의 첫사랑이 돌아왔다 [독점],"은율아, 믄증이"
마지막 사랑 [개정판][독점],정가별
시한부라서 남주의 형과 결혼했더니 내게 집착한다 [독점],현이경
감금당한 남주를 도와줬더니 집착남이 되었습니다 [선공개],페로슈
전남편 12주 관전평,GINA
고인물 기사는 마법이 필요없다 [독점],金지용
차원여행자 : The Lord of Dungeon [독점],섬에서태어난
도망친 황제를 잡아 결혼하렵니다 [독점],라엘라
미래 AI로 세계제패,휴화산
영웅 같은 소리하고 있네!,야채호빵
살아있는 나의 죽음에게,빛날콩
언더테이크 [단행본],MNEME
집착도 질투도 사랑이라면[단행본],미이라이
황금성주 [단행본],일필
금쪽같은 내 인생,팜므
언더테이크,MNEME
불온한 하룻밤 [단행본],셔틀
우리 영주님은 회귀한 소드마스터 [단행본],운월
우주검신 2020 [단행본],인회
지금부터 찐배우 [단행본],이오
대마법사도 정령사는 처음입니다,월천도
데뷔를 피하는 방법 [BL],공수교대
황혼의 대장장이 [단행본],이계승
전생체험 해보시겠습니까? [단행본],이야기의힘
조선기갑대전 [단행본],풍아저씨
책벌레의 하극상,"카즈키 미야, 시이나 유우"
친구의 목적,채경
돌고 돌아 너 [BL],라루체
알고 보니 아랍왕자,멘델K
지독한 이끌림 [단행본],마미
그저 그런 정략결혼인 줄 알았는데,허밍
악녀의 와인 가게에 초대되셨습니다,우주봄봄
당신의 그림자를 그만두었을 때 [독점],Rana
소꿉친구가 집착 남편이 되었다 [외전 선공개],윤달
악당들에게 발목을 잡혔다 [단행본],까만달력
가업을 이어라! [독점],도서관식객
메인 남자 주인공이 되는 몇 가지 방법 [BL],흰색까마귀
아빠 시켜주세요 [삽화본],최연
지독하게 얽혀서,서지오
1RM의 기간트 라이더,오늘도요
삶을 영위합니다 [단행본],장아연
오라버니와 황태자의 팬픽을 썼다,아하닐
그러니까 결혼 [개정판][단행본],개구리7
그러니까 결혼 [합본][개정판][단행본],개구리7
짐승의 꽃 [단행본],황도톨
자식도 있는 서브남에게 시그널을 보냈다 [단행본],도토리
이번 생은 이용당하지 않겠습니다 [단행본],청표
그 밤보다 더한 짓 [단행본],케일리
나쁜 놈과 결혼했다 [단행본],초재85
푸른 산호초 [개정판],안단테
처음도 아니면서 [단행본],오연미
네 심장이 새벽을 깨울 때[개정판],놀마
불면증을 치료했더니 폭군이 집착합니다 [단행본],복숭아맛탄산수
짐승의 본능 [단행본],공리C
숨결만 닿아도 [단행본],오연미
숨결만 닿아도 [외전][단행본],오연미
죽으려고 바다에 뛰어들었다,님도르신
